hh1,hh2,hh6,hh7,zone,ln,mn_age_yrs,mn_attended_sch,mn_mstatus,mma1,mwage,mn_overall_happiness,mn_life_satisfaction,mn_life_satisfaction_last_year,mn_life_satisfaction_expectation,mn_education,windex5,survey,consent,mnweight
819.0,9.0,RURAL,JIGAWA,North West,1.0,25.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT UNHAPPY,1,IMPROVED,BETTER,None,Poorest,MICS,YES,0.489178324763293
819.0,13.0,RURAL,JIGAWA,North West,11.0,22.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,4,IMPROVED,BETTER,None,Second,MICS,YES,0.489178324763293
819.0,13.0,RURAL,JIGAWA,North West,13.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
819.0,13.0,RURAL,JIGAWA,North West,14.0,27.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,None,Second,MICS,YES,0.489178324763293
819.0,13.0,RURAL,JIGAWA,North West,15.0,25.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,NEITHER HAPPY NOR UNHAPPY,4,IMPROVED,BETTER,None,Second,MICS,YES,0.489178324763293
819.0,17.0,RURAL,JIGAWA,North West,1.0,49.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.489178324763293
819.0,19.0,RURAL,JIGAWA,North West,4.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,None,Poorest,MICS,YES,0.489178324763293
819.0,19.0,RURAL,JIGAWA,North West,5.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,NEITHER HAPPY NOR UNHAPPY,2,IMPROVED,BETTER,None,Poorest,MICS,YES,0.489178324763293
819.0,19.0,RURAL,JIGAWA,North West,6.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
820.0,2.0,URBAN,JIGAWA,North West,1.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,5,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Fourth,MICS,YES,1.12517622950563
820.0,2.0,URBAN,JIGAWA,North West,2.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT UNHAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.12517622950563
820.0,4.0,URBAN,JIGAWA,North West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.12517622950563
820.0,6.0,URBAN,JIGAWA,North West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
820.0,6.0,URBAN,JIGAWA,North West,6.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
820.0,6.0,URBAN,JIGAWA,North West,7.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
820.0,8.0,URBAN,JIGAWA,North West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,1.12517622950563
820.0,10.0,URBAN,JIGAWA,North West,5.0,25.0,YES,Never married/in union,NO RESPONSE,25-29,NEITHER HAPPY NOR UNHAPPY,1,WORSENED,BETTER,Higher/tertiary,Middle,MICS,YES,1.12517622950563
820.0,12.0,URBAN,JIGAWA,North West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
820.0,12.0,URBAN,JIGAWA,North West,4.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.12517622950563
820.0,12.0,URBAN,JIGAWA,North West,5.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.12517622950563
820.0,16.0,URBAN,JIGAWA,North West,1.0,38.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,1.12517622950563
820.0,20.0,URBAN,JIGAWA,North West,1.0,49.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,None,Fourth,MICS,YES,1.12517622950563
821.0,1.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
821.0,3.0,RURAL,JIGAWA,North West,4.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,2,IMPROVED,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,5.0,RURAL,JIGAWA,North West,4.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,NEITHER HAPPY NOR UNHAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,0.446641079131702
821.0,5.0,RURAL,JIGAWA,North West,5.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,NEITHER HAPPY NOR UNHAPPY,4,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.446641079131702
821.0,7.0,RURAL,JIGAWA,North West,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,10,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.446641079131702
821.0,9.0,RURAL,JIGAWA,North West,3.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,0,IMPROVED,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,11.0,RURAL,JIGAWA,North West,1.0,25.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,NEITHER HAPPY NOR UNHAPPY,1,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,13.0,RURAL,JIGAWA,North West,1.0,35.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,10,IMPROVED,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,15.0,RURAL,JIGAWA,North West,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,4,IMPROVED,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,17.0,RURAL,JIGAWA,North West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,10,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.446641079131702
821.0,17.0,RURAL,JIGAWA,North West,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.446641079131702
821.0,17.0,RURAL,JIGAWA,North West,5.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,2,IMPROVED,BETTER,None,Poorest,MICS,YES,0.446641079131702
821.0,19.0,RURAL,JIGAWA,North West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,NEITHER HAPPY NOR UNHAPPY,4,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.446641079131702
822.0,1.0,RURAL,JIGAWA,North West,4.0,33.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,1.48880359710567
822.0,1.0,RURAL,JIGAWA,North West,6.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,1.0,,,,7.0,,,,,,,,,,,0.0,MICS,,0.0
822.0,3.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,5.0,RURAL,JIGAWA,North West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,5.0,RURAL,JIGAWA,North West,4.0,23.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,4,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,1.48880359710567
822.0,7.0,RURAL,JIGAWA,North West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,1,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,1.48880359710567
822.0,9.0,RURAL,JIGAWA,North West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,BETTER,Junior secondary,Second,MICS,YES,1.48880359710567
822.0,9.0,RURAL,JIGAWA,North West,4.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,1.48880359710567
822.0,9.0,RURAL,JIGAWA,North West,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.48880359710567
822.0,9.0,RURAL,JIGAWA,North West,16.0,22.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,None,Second,MICS,YES,1.48880359710567
822.0,9.0,RURAL,JIGAWA,North West,17.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,1,MORE OR LESS THE SAME,BETTER,None,Second,MICS,YES,1.48880359710567
822.0,11.0,RURAL,JIGAWA,North West,4.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,5,IMPROVED,BETTER,Primary,Second,MICS,YES,1.48880359710567
822.0,11.0,RURAL,JIGAWA,North West,5.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,11.0,RURAL,JIGAWA,North West,6.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,1.48880359710567
822.0,11.0,RURAL,JIGAWA,North West,8.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,2,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.48880359710567
822.0,11.0,RURAL,JIGAWA,North West,9.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,1,MORE OR LESS THE SAME,BETTER,Junior secondary,Second,MICS,YES,1.48880359710567
822.0,13.0,RURAL,JIGAWA,North West,4.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Higher/tertiary,Poorest,MICS,YES,1.48880359710567
822.0,15.0,RURAL,JIGAWA,North West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,NEITHER HAPPY NOR UNHAPPY,3,IMPROVED,BETTER,None,Second,MICS,YES,1.48880359710567
822.0,15.0,RURAL,JIGAWA,North West,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,6,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.48880359710567
822.0,17.0,RURAL,JIGAWA,North West,4.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,17.0,RURAL,JIGAWA,North West,6.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
822.0,17.0,RURAL,JIGAWA,North West,7.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,None,Second,MICS,YES,1.48880359710567
822.0,17.0,RURAL,JIGAWA,North West,8.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,3,MORE OR LESS THE SAME,BETTER,None,Second,MICS,YES,1.48880359710567
822.0,19.0,RURAL,JIGAWA,North West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,1,WORSENED,BETTER,Senior secondary,Poorest,MICS,YES,1.48880359710567
823.0,2.0,RURAL,JIGAWA,North West,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.788105329476562
823.0,2.0,RURAL,JIGAWA,North West,3.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,WORSENED,BETTER,None,Poorest,MICS,YES,0.788105329476562
823.0,4.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
823.0,6.0,RURAL,JIGAWA,North West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,3,WORSENED,BETTER,Primary,Second,MICS,YES,0.788105329476562
823.0,6.0,RURAL,JIGAWA,North West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
823.0,10.0,RURAL,JIGAWA,North West,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,2,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.788105329476562
823.0,10.0,RURAL,JIGAWA,North West,8.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
823.0,10.0,RURAL,JIGAWA,North West,14.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
823.0,12.0,RURAL,JIGAWA,North West,1.0,36.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,10,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.788105329476562
823.0,14.0,RURAL,JIGAWA,North West,3.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.788105329476562
823.0,16.0,RURAL,JIGAWA,North West,4.0,16.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,1,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.788105329476562
824.0,2.0,URBAN,JIGAWA,North West,2.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.16224696639698
824.0,2.0,URBAN,JIGAWA,North West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,3,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.16224696639698
824.0,2.0,URBAN,JIGAWA,North West,4.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,1,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.16224696639698
824.0,4.0,URBAN,JIGAWA,North West,3.0,35.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.16224696639698
824.0,4.0,URBAN,JIGAWA,North West,4.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.16224696639698
824.0,6.0,URBAN,JIGAWA,North West,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.16224696639698
824.0,6.0,URBAN,JIGAWA,North West,5.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY UNHAPPY,1,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.16224696639698
824.0,6.0,URBAN,JIGAWA,North West,6.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Junior secondary,Richest,MICS,YES,1.16224696639698
824.0,12.0,URBAN,JIGAWA,North West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,NEITHER HAPPY NOR UNHAPPY,2,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Fourth,MICS,YES,1.16224696639698
824.0,14.0,URBAN,JIGAWA,North West,1.0,35.0,YES,Formerly married/in union,"NO, NOT IN UNION",35-39,NEITHER HAPPY NOR UNHAPPY,1,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.16224696639698
824.0,16.0,URBAN,JIGAWA,North West,2.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Higher/tertiary,Second,MICS,YES,1.16224696639698
824.0,16.0,,,,3.0,,,,,,,,,,,0.0,MICS,,0.0
824.0,18.0,URBAN,JIGAWA,North West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,WORSENED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.16224696639698
824.0,18.0,URBAN,JIGAWA,North West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Junior secondary,Fourth,MICS,YES,1.16224696639698
824.0,20.0,URBAN,JIGAWA,North West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Middle,MICS,YES,1.16224696639698
825.0,2.0,RURAL,JIGAWA,North West,5.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
825.0,6.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
825.0,8.0,RURAL,JIGAWA,North West,3.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,None,Poorest,MICS,YES,0.756739747345131
825.0,8.0,RURAL,JIGAWA,North West,4.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,4,IMPROVED,BETTER,None,Poorest,MICS,YES,0.756739747345131
825.0,10.0,RURAL,JIGAWA,North West,3.0,18.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,None,Second,MICS,YES,0.756739747345131
825.0,10.0,RURAL,JIGAWA,North West,8.0,17.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,3,IMPROVED,BETTER,None,Second,MICS,YES,0.756739747345131
825.0,12.0,RURAL,JIGAWA,North West,1.0,42.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,7,IMPROVED,BETTER,None,Second,MICS,YES,0.756739747345131
825.0,14.0,RURAL,JIGAWA,North West,1.0,37.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,2,IMPROVED,BETTER,None,Second,MICS,YES,0.756739747345131
825.0,16.0,RURAL,JIGAWA,North West,3.0,18.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",15-19,VERY HAPPY,2,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.756739747345131
825.0,18.0,RURAL,JIGAWA,North West,1.0,30.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,5,IMPROVED,BETTER,None,Poorest,MICS,YES,0.756739747345131
825.0,20.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
826.0,2.0,RURAL,JIGAWA,North West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.58025064886777
826.0,4.0,RURAL,JIGAWA,North West,1.0,47.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,0,IMPROVED,BETTER,None,Second,MICS,YES,1.58025064886777
826.0,8.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
826.0,10.0,RURAL,JIGAWA,North West,2.0,30.0,NO,Formerly married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,5,IMPROVED,BETTER,None,Poorest,MICS,YES,1.58025064886777
826.0,14.0,RURAL,JIGAWA,North West,1.0,39.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,None,Poorest,MICS,YES,1.58025064886777
826.0,16.0,RURAL,JIGAWA,North West,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.58025064886777
826.0,18.0,RURAL,JIGAWA,North West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.58025064886777
826.0,20.0,RURAL,JIGAWA,North West,3.0,17.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,4,IMPROVED,BETTER,None,Poorest,MICS,YES,1.58025064886777
826.0,20.0,RURAL,JIGAWA,North West,4.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,10,IMPROVED,BETTER,None,Poorest,MICS,YES,1.58025064886777
827.0,2.0,RURAL,JIGAWA,North West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,10,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.734482695952627
827.0,8.0,RURAL,JIGAWA,North West,1.0,22.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,SOMEWHAT HAPPY,3,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,0.734482695952627
827.0,10.0,RURAL,JIGAWA,North West,1.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,5,IMPROVED,BETTER,Primary,Second,MICS,YES,0.734482695952627
827.0,12.0,RURAL,JIGAWA,North West,8.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY UNHAPPY,3,WORSENED,BETTER,Primary,Poorest,MICS,YES,0.734482695952627
827.0,14.0,RURAL,JIGAWA,North West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,3,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,0.734482695952627
827.0,16.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
827.0,18.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
827.0,18.0,RURAL,JIGAWA,North West,7.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.734482695952627
828.0,1.0,RURAL,JIGAWA,North West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.479758723111134
828.0,3.0,RURAL,JIGAWA,North West,5.0,25.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,10,IMPROVED,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,3.0,RURAL,JIGAWA,North West,6.0,21.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,3.0,RURAL,JIGAWA,North West,7.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
828.0,5.0,RURAL,JIGAWA,North West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,0.479758723111134
828.0,7.0,RURAL,JIGAWA,North West,4.0,15.0,NO,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT UNHAPPY,10,WORSENED,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,9.0,RURAL,JIGAWA,North West,1.0,28.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,NEITHER HAPPY NOR UNHAPPY,1,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,0.479758723111134
828.0,11.0,RURAL,JIGAWA,North West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,3,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,13.0,RURAL,JIGAWA,North West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,1,WORSENED,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,15.0,RURAL,JIGAWA,North West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
828.0,17.0,RURAL,JIGAWA,North West,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,1,IMPROVED,BETTER,None,Poorest,MICS,YES,0.479758723111134
828.0,19.0,RURAL,JIGAWA,North West,1.0,27.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.479758723111134
829.0,1.0,RURAL,JIGAWA,North West,4.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
829.0,1.0,RURAL,JIGAWA,North West,5.0,20.0,NO,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,2,IMPROVED,BETTER,None,Second,MICS,YES,0.773804392114733
829.0,3.0,RURAL,JIGAWA,North West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,5,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.773804392114733
829.0,5.0,RURAL,JIGAWA,North West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.773804392114733
829.0,5.0,RURAL,JIGAWA,North West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
829.0,9.0,RURAL,JIGAWA,North West,1.0,45.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY UNHAPPY,5,IMPROVED,BETTER,None,Poorest,MICS,YES,0.773804392114733
829.0,11.0,RURAL,JIGAWA,North West,1.0,35.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY UNHAPPY,5,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.773804392114733
829.0,13.0,RURAL,JIGAWA,North West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Second,MICS,YES,0.773804392114733
829.0,17.0,RURAL,JIGAWA,North West,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,NEITHER HAPPY NOR UNHAPPY,5,WORSENED,BETTER,Senior secondary,Poorest,MICS,YES,0.773804392114733
